"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?"
bigloannegpos,inhome_visit_2nd_part,,radio,"Impacto en su vida ","-3, Extremadamente negativo | -2, Moderadamente Negativo | -1, Algo Negativo | 0, No Impacto | 1, Algo positivo | 2, Moderadamente positivo | 3, Extremadamente positivo",,,,,,[bigloan]='1',,,,,
loan,inhome_visit_2nd_part,,radio,,"1, S",,,,,,,,,,,
loannegpos,inhome_visit_2nd_part,,radio,"Impacto en su vida ","-3, Extremadamente negativo | -2, Moderadamente Negativo | -1, Algo Negativo | 0, No Impacto | 1, Algo positivo | 2, Moderadamente positivo | 3, Extremadamente positivo",,,,,,[loan]='1',,,,,
fired,inhome_visit_2nd_part,,radio,,"1, S",,,,,,,,,,,
firednegpos,inhome_visit_2nd_part,,radio,"Impacto en su vida ","-3, Extremadamente negativo | -2, Moderadamente Negativo | -1, Algo Negativo | 0, No Impacto | 1, Algo positivo | 2, Moderadamente positivo | 3, Extremadamente positivo",,,,,,[fired]='1',,,,,
ill,inhome_visit_2nd_part,,radio,,"1, S",,,,,,,,,,,
illnegpos,inhome_visit_2nd_part,,radio,"Impacto en su vida ","-3, Extremadamente negativo | -2, Moderadamente Negativo | -1, Algo Negativo | 0, No Impacto | 1, Algo positivo | 2, Moderadamente positivo | 3, Extremadamente positivo",,,,,,[ill]='1',,,,,
socchng,inhome_visit_2nd_part,,radio,,"1, S",,,,,,,,,,,
socchngnegpos,inhome_visit_2nd_part,,radio,"Impacto en su vida ","-3, Extremadamente negativo | -2, Moderadamente Negativo | -1, Algo Negativo | 0, No Impacto | 1, Algo positivo | 2, Moderadamente positivo | 3, Extremadamente positivo",,,,,,[socchng]='1',,,,,
livingchng,inhome_visit_2nd_part,,radio,,"1, S",,,,,,,,,,,
livingchngnegpos,inhome_visit_2nd_part,,radio,"Impacto en su vida ","-3, Extremadamente negativo | -2, Moderadamente Negativo | -1, Algo Negativo | 0, No Impacto | 1, Algo positivo | 2, Moderadamente positivo | 3, Extremadamente positivo",,,,,,[livingchng]='1',,,,,
divorce,inhome_visit_2nd_part,,radio,,"1, S",,,,,,,,,,,
divorcenegpos,inhome_visit_2nd_part,,radio,"Impacto en su vida ","-3, Extremadamente negativo | -2, Moderadamente Negativo | -1, Algo Negativo | 0, No Impacto | 1, Algo positivo | 2, Moderadamente positivo | 3, Extremadamente positivo",,,,,,[divorce]='1',,,,,
friendill,inhome_visit_2nd_part,,radio,,"1, S",,,,,,,,,,,
friendillnegpos,inhome_visit_2nd_part,,radio,"Impacto en su vida ","-3, Extremadamente negativo | -2, Moderadamente Negativo | -1, Algo Negativo | 0, No Impacto | 1, Algo positivo | 2, Moderadamente positivo | 3, Extremadamente positivo",,,,,,[friendill]='1',,,,,
childleave,inhome_visit_2nd_part,,radio,,"1, S",,,,,,,,,,,
childleavenegpos,inhome_visit_2nd_part,,radio,"Impacto en su vida ","-3, Extremadamente negativo | -2, Moderadamente Negativo | -1, Algo Negativo | 0, No Impacto | 1, Algo positivo | 2, Moderadamente positivo | 3, Extremadamente positivo",,,,,,[childleave]='1',,,,,
schlend,inhome_visit_2nd_part,,radio,,"1, S",,,,,,,,,,,
schlendnegpos,inhome_visit_2nd_part,,radio,"Impacto en su vida ","-3, Extremadamente negativo | -2, Moderadamente Negativo | -1, Algo Negativo | 0, No Impacto | 1, Algo positivo | 2, Moderadamente positivo | 3, Extremadamente positivo",,,,,,[schlend]='1',,,,,
separate,inhome_visit_2nd_part,,radio,,"1, S",,,,,,,,,,,
separatenegpos,inhome_visit_2nd_part,,radio,"Impacto en su vida ","-3, Extremadamente negativo | -2, Moderadamente Negativo | -1, Algo Negativo | 0, No Impacto | 1, Algo positivo | 2, Moderadamente positivo | 3, Extremadamente positivo",,,,,,[separate]='1',,,,,
engage,inhome_visit_2nd_part,,radio,,"1, S",,,,,,,,,,,
engagenegpos,inhome_visit_2nd_part,,radio,"Impacto en su vida ","-3, Extremadamente negativo | -2, Moderadamente Negativo | -1, Algo Negativo | 0, No Impacto | 1, Algo positivo | 2, Moderadamente positivo | 3, Extremadamente positivo",,,,,,[engage]='1',,,,,
lefthome,inhome_visit_2nd_part,,radio,,"1, S",,,,,,,,,,,
lefthomenegpos,inhome_visit_2nd_part,,radio,"Impacto en su vida ","-3, Extremadamente negativo | -2, Moderadamente Negativo | -1, Algo Negativo | 0, No Impacto | 1, Algo positivo | 2, Moderadamente positivo | 3, Extremadamente positivo",,,,,,[lefthome]='1',,,,,
bleach,inhome_visit_2nd_part,"USO DE PRODUCTOS",radio,Blanqueador,"1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh","Desde que qued",,,,,,,,,,
disinfectant,inhome_visit_2nd_part,,radio,"Desinfectantes no blanqueadores, tales como Lysol","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
glasscleaner,inhome_visit_2nd_part,,radio,"Limpiador de Ventanas o Vidrio","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
carpetcleaner,inhome_visit_2nd_part,,radio,"Limpiador de Alfombras ","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
airfresh,inhome_visit_2nd_part,,radio,"Cualquier tipo de aromatizadores incluyendo spray, barra, aerosol, o de tipo de enchufe","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
aerosol,inhome_visit_2nd_part,,radio,"Otros aerosol o spray","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
aerosol97,inhome_visit_2nd_part,,text,"Especifique aerosol",,,,,,,,,,,,
ihv_paint,inhome_visit_2nd_part,,radio,"Pintura, acabado para madera o barniz","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
turpentine,inhome_visit_2nd_part,,radio,Aguarr,"1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
paintstrip,inhome_visit_2nd_part,,radio,"Otro tipo de removedor de pintura o removedor de esmalte de u","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
upholsprotect,inhome_visit_2nd_part,,radio,"Protector de tapicer","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
nailpolish,inhome_visit_2nd_part,,radio,"Esmalte de U","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
deodorant,inhome_visit_2nd_part,,radio,Desodorante,"1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
ihv_hairspray,inhome_visit_2nd_part,,radio,"Aerosol o Spray de pelo/Gel de Pelo","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
ihv_perfume,inhome_visit_2nd_part,,radio,Colonia/Perfume,"1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
ihv_barsoap,inhome_visit_2nd_part,,radio,"Barra de Jab","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
liquidsoap,inhome_visit_2nd_part,,radio,Jab,"1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
ihv_mouthwash,inhome_visit_2nd_part,,radio,"Enjuagador bucal","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
ihv_lotion,inhome_visit_2nd_part,,radio,Loci,"1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
shvcream,inhome_visit_2nd_part,,radio,"Crema de Afeitar","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
ihv_cosmetic,inhome_visit_2nd_part,,radio,Cosm,"1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
ihv_shampoo,inhome_visit_2nd_part,,radio,Champ,"1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
conditioner,inhome_visit_2nd_part,,radio,Acondicionador,"1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
haircreme,inhome_visit_2nd_part,,radio,"Crema de pelo (ej. Vitalis)","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
otherhairprod,inhome_visit_2nd_part,,radio,"Otros productos para el cabello (Ej: mousse, blanqueador de pelo/tintes, alisados, permanentes)","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
othertoil,inhome_visit_2nd_part,,radio,"Otros art","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca | 888, Reh",,,,,,,,,,,
othertoil97,inhome_visit_2nd_part,,text,"Especifique articulo del tocador",,,,,,,,,,,,
laundryprod,inhome_visit_2nd_part,,radio,"Productos de lavar ropa (detergente, suavizador, almid","1, Diariamente | 2, Unas veces en semana | 3, Alrededor de una vez en semana | 4, 1-3 veces al mes | 5, Menos de una vez al mes | 6, Nunca| 888, Reh",,,,,,,,,,,
pestiuse,inhome_visit_2nd_part,"USO DE PESTICIDAS",radio,,"1, Este",,,,,,,,,,,
pestiusea,inhome_visit_2nd_part,,text,"Nombre del pesticida (A)",,,,,,,[pestiuse]<>5,,,,,
pestibranda,inhome_visit_2nd_part,,text,"Marca de Fabrica (A)",,,,,,,[pestiuse]<>5,,,,,
pestiactinga,inhome_visit_2nd_part,,text,"Ingrediente activo o numero de registro (A)",,,,,,,[pestiuse]<>5,,,,,
pestiappa,inhome_visit_2nd_part,,radio,,"1, Aerosol | 2, Bomba | 3, Polvo | 4, Tiras | 5, Espuma | 888, Reh",,,,,,[pestiuse]<>5,,,,,
pestiwhoappa,inhome_visit_2nd_part,,radio,,"1, Usted | 2, Exterminador Profesional | 3, Alguien m",,,,,,[pestiuse]<>5,,,,,
pestiappafreq,inhome_visit_2nd_part,,radio,,"1, M",,,,,,[pestiuse]<>5,,,,,
pestiappe,inhome_visit_2nd_part,,radio,"Equipo Protectivo usados cuando se aplica (A)","1, Ninguno | 2, Guantes | 3, M",,,,,,[pestiuse]<>5,,,,,
pestiappe97,inhome_visit_2nd_part,,text,"Especifique Equipo Protectivo (A)",,,,,,,[pestiuse]<>5,,,,,
pestiuseb,inhome_visit_2nd_part,,text,"Nombre del pesticida (B)",,,,,,,[pestiuse]<>5,,,,,
pestibrandb,inhome_visit_2nd_part,,text,"Marca de Fabrica (B)",,,,,,,[pestiuse]<>5,,,,,
pestiactingb,inhome_visit_2nd_part,,text,"Ingrediente activo o numero de registro (B)",,,,,,,[pestiuse]<>5,,,,,
pestiappb,inhome_visit_2nd_part,,radio,,"1, Aerosol | 2, Bomba | 3, Polvo | 4, Tiras | 5, Espuma | 888, Reh",,,,,,[pestiuse]<>5,,,,,
pestiwhoappb,inhome_visit_2nd_part,,radio,,"1, Usted | 2, Exterminador Profesional | 3, Alguien m",,,,,,[pestiuse]<>5,,,,,
pestibppefreq,inhome_visit_2nd_part,,radio,,"1, M",,,,,,[pestiuse]<>5,,,,,
pestibppe,inhome_visit_2nd_part,,radio,"Equipo Protectivo usados cuando se aplica (B)","1, Ninguno | 2, Guantes | 3, M",,,,,,[pestiuse]<>5,,,,,
pestibppe97,inhome_visit_2nd_part,,text,"Especifique Equipo Protectivo (B)",,,,,,,[pestiuse]<>5,,,,,
pestiusec,inhome_visit_2nd_part,,text,"Nombre del pesticida (C)",,,,,,,[pestiuse]<>5,,,,,
pestibrandc,inhome_visit_2nd_part,,text,"Marca de Fabrica (C)",,,,,,,[pestiuse]<>5,,,,,
pestiactingc,inhome_visit_2nd_part,,text,"Ingrediente activo o numero de registro (C)",,,,,,,[pestiuse]<>5,,,,,
pestiappc,inhome_visit_2nd_part,,radio,,"1, Aerosol | 2, Bomba | 3, Polvo | 4, Tiras | 5, Espuma | 888, Reh",,,,,,[pestiuse]<>5,,,,,
pestiwhoappc,inhome_visit_2nd_part,,radio,,"1, Usted | 2, Exterminador Profesional | 3, Alguien m",,,,,,[pestiuse]<>5,,,,,
pesticppefreq,inhome_visit_2nd_part,,radio,,"1, M",,,,,,[pestiuse]<>5,,,,,
pesticppe,inhome_visit_2nd_part,,radio,"Equipo Protectivo usados cuando se aplica (C)","1, Ninguno | 2, Guantes | 3, M",,,,,,[pestiuse]<>5,,,,,
pesticppe97,inhome_visit_2nd_part,,text,"Especifique Equipo Protectivo (C)",,,,,,,[pestiuse]<>5,,,,,
pestiused,inhome_visit_2nd_part,,text,"Nombre del pesticida (D)",,,,,,,[pestiuse]<>5,,,,,
pestibrandd,inhome_visit_2nd_part,,text,"Marca de Fabrica (D)",,,,,,,[pestiuse]<>5,,,,,
pestiactingd,inhome_visit_2nd_part,,text,"Ingrediente activo o numero de registro (D)",,,,,,,[pestiuse]<>5,,,,,
pestiappd,inhome_visit_2nd_part,,radio,,"1, Aerosol | 2, Bomba | 3, Polvo | 4, Tiras | 5, Espuma | 888, Reh",,,,,,[pestiuse]<>5,,,,,
pestiwhoappd,inhome_visit_2nd_part,,radio,,"1, Usted | 2, Exterminador Profesional | 3, Alguien m",,,,,,[pestiuse]<>5,,,,,
pestidppefreq,inhome_visit_2nd_part,,radio,,"1, M",,,,,,[pestiuse]<>5,,,,,
pestidppe,inhome_visit_2nd_part,,radio,"Equipo Protectivo usados cuando se aplica (D)","1, Ninguno | 2, Guantes | 3, M",,,,,,[pestiuse]<>5,,,,,
pestidppe97,inhome_visit_2nd_part,,text,"Especifique Equipo Protectivo (D)",,,,,,,[pestiuse]<>5,,,,,
pestiusee,inhome_visit_2nd_part,,text,"Nombre del pesticida (E)",,,,,,,[pestiuse]<>5,,,,,
pestibrande,inhome_visit_2nd_part,,text,"Marca de Fabrica (E)",,,,,,,[pestiuse]<>5,,,,,
pestiactinge,inhome_visit_2nd_part,,text,"Ingrediente activo o numero de registro (E)",,,,,,,[pestiuse]<>5,,,,,
ihv_pestiappe,inhome_visit_2nd_part,,radio,,"1, Aerosol | 2, Bomba | 3, Polvo | 4, Tiras | 5, Espuma | 888, Reh",,,,,,[pestiuse]<>5,,,,,
pestiwhoappe,inhome_visit_2nd_part,,radio,,"1, Usted | 2, Exterminador Profesional | 3, Alguien m",,,,,,[pestiuse]<>5,,,,,
pestieppefreq,inhome_visit_2nd_part,,radio,,"1, M",,,,,,[pestiuse]<>5,,,,,
pestieppe,inhome_visit_2nd_part,,radio,"Equipo Protectivo usados cuando se aplica (E)","1, Ninguno | 2, Guantes | 3, M",,,,,,[pestiuse]<>5,,,,,
pestieppe97,inhome_visit_2nd_part,,text,"Especifique Equipo Protectivo (E)",,,,,,,[pestiuse]<>5,,,,,
pestiusef,inhome_visit_2nd_part,,text,"Nombre del pesticida (F)",,,,,,,[pestiuse]<>5,,,,,
pestibrandf,inhome_visit_2nd_part,,text,"Marca de Fabrica (F)",,,,,,,[pestiuse]<>5,,,,,
pestiactingf,inhome_visit_2nd_part,,text,"Ingrediente activo o numero de registro (F)",,,,,,,[pestiuse]<>5,,,,,
pestiappf,inhome_visit_2nd_part,,radio,,"1, Aerosol | 2, Bomba | 3, Polvo | 4, Tiras | 5, Espuma | 888, Reh",,,,,,[pestiuse]<>5,,,,,
pestiwhoappf,inhome_visit_2nd_part,,radio,,"1, Usted | 2, Exterminador Profesional | 3, Alguien m",,,,,,[pestiuse]<>5,,,,,
pestifppefreq,inhome_visit_2nd_part,,radio,,"1, M",,,,,,[pestiuse]<>5,,,,,
pestifppe,inhome_visit_2nd_part,,radio,"Equipo Protectivo usados cuando se aplica (F)","1, Ninguno | 2, Guantes | 3, M",,,,,,[pestiuse]<>5,,,,,
pestifppe97,inhome_visit_2nd_part,,text,"Especifique Equipo Protectivo (F)",,,,,,,[pestiuse]<>5,,,,,
pestiuseg,inhome_visit_2nd_part,,text,"Nombre del pesticida (G)",,,,,,,[pestiuse]<>5,,,,,
pestibrandg,inhome_visit_2nd_part,,text,"Marca de Fabrica (G)",,,,,,,[pestiuse]<>5,,,,,
pestiactingg,inhome_visit_2nd_part,,text,"Ingrediente activo o numero de registro (G)",,,,,,,[pestiuse]<>5,,,,,
pestiappg,inhome_visit_2nd_part,,radio,,"1, Aerosol | 2, Bomba | 3, Polvo | 4, Tiras | 5, Espuma | 888, Reh",,,,,,[pestiuse]<>5,,,,,
pestiwhoappg,inhome_visit_2nd_part,,radio,,"1, Usted | 2, Exterminador Profesional | 3, Alguien m",,,,,,[pestiuse]<>5,,,,,
pestigppefreq,inhome_visit_2nd_part,,radio,,"1, M",,,,,,[pestiuse]<>5,,,,,
pestigppe,inhome_visit_2nd_part,,radio,"Equipo Protectivo usados cuando se aplica (G)","1, Ninguno | 2, Guantes | 3, M",,,,,,[pestiuse]<>5,,,,,
pestigppe97,inhome_visit_2nd_part,,text,"Especifique Equipo Protectivo (G)",,,,,,,[pestiuse]<>5,,,,,
pestiuseh,inhome_visit_2nd_part,,text,"Nombre del pesticida (H)",,,,,,,[pestiuse]<>5,,,,,
pestibrandh,inhome_visit_2nd_part,,text,"Marca de Fabrica (H)",,,,,,,[pestiuse]<>5,,,,,
pestiactingh,inhome_visit_2nd_part,,text,"Ingrediente activo o numero de registro (H)",,,,,,,[pestiuse]<>5,,,,,
pestiapph,inhome_visit_2nd_part,,radio,,"1, Aerosol | 2, Bomba | 3, Polvo | 4, Tiras | 5, Espuma | 888, Reh",,,,,,[pestiuse]<>5,,,,,
pestiwhoapph,inhome_visit_2nd_part,,radio,,"1, Usted | 2, Exterminador Profesional | 3, Alguien m",,,,,,[pestiuse]<>5,,,,,
pestihppefreq,inhome_visit_2nd_part,,radio,,"1, M",,,,,,[pestiuse]<>5,,,,,
pestihppe,inhome_visit_2nd_part,,radio,"Equipo Protectivo usados cuando se aplica (H)","1, Ninguno | 2, Guantes | 3, M",,,,,,[pestiuse]<>5,,,,,
pestihppe97,inhome_visit_2nd_part,,text,"Especifique Equipo Protectivo (H)",,,,,,,[pestiuse]<>5,,,,,
pestiusei,inhome_visit_2nd_part,,text,"Nombre del pesticida (I)",,,,,,,[pestiuse]<>5,,,,,
pestibrandi,inhome_visit_2nd_part,,text,"Marca de Fabrica (I)",,,,,,,[pestiuse]<>5,,,,,
pestiactingi,inhome_visit_2nd_part,,text,"Ingrediente activo o numero de registro (I)",,,,,,,[pestiuse]<>5,,,,,
pestiappi,inhome_visit_2nd_part,,radio,,"1, Aerosol | 2, Bomba | 3, Polvo | 4, Tiras | 5, Espuma | 888, Reh",,,,,,[pestiuse]<>5,,,,,
pestiwhoappi,inhome_visit_2nd_part,,radio,,"1, Usted | 2, Exterminador Profesional | 3, Alguien m",,,,,,[pestiuse]<>5,,,,,
pestiippefreq,inhome_visit_2nd_part,,radio,,"1, M",,,,,,[pestiuse]<>5,,,,,
pestiippe,inhome_visit_2nd_part,,radio,"Equipo Protectivo usados cuando se aplica (I)","1, Ninguno | 2, Guantes | 3, M",,,,,,[pestiuse]<>5,,,,,
pestiippe97,inhome_visit_2nd_part,,text,"Especifique Equipo Protectivo (I)",,,,,,,[pestiuse]<>5,,,,,
svendtime,inhome_visit_2nd_part,,text,"Hora al final de la entrevista",,"Hora militar (hh:mm) (1:00pm = 13:00)",time,00:01,23:59,,,,,,,
gpdate,geographical_coordinates,,text,Date:,,MM-DD-YYYY,date_mdy,,,,,,,,,
gpinterviewer,geographical_coordinates,,radio,"Data Recorder:","1, Camille Rivera | 2, Liza Anzalota | 3, Janisse Cabrera | 4, Abigail Figueroa | 5, Another Interviwer",,,,,,,,,,,
gpotherinterviwer,geographical_coordinates,,text,"Name of Recorder?",,"35 Characters",,,,,[gpinterviewer]='5',,,,,
gpstreet,geographical_coordinates,ADDRESS,text,Street,,,,,,,,,,,,
gpbuildingapt,geographical_coordinates,,text,"Building and Apt",,,,,,,,,,,,
gpcityst,geographical_coordinates,,text,"City and State",,,,,,,,,,,,
gpzipcode,geographical_coordinates,,text,"Zip Code",,,,,,,,,,,,
gplocation,geographical_coordinates,,text,Location,,,,,,,,,,,,
visit_location,geographical_coordinates,,radio,"Where the visit was realized?","1, In home|2,Prenatal Clinic|3, Refused",,,,,,,,,,,
reason_refuse,geographical_coordinates,,text,"reason ",,,,,,,[visit_location]='3',,,,,
water_sample,geographical_coordinates,,radio,"When was the water sample taken?","1, Collected during in home visit|2, Collected at another time|3, Pending|4, Not Taken",,,,,,,,,,,
water_date,geographical_coordinates,,text,"date of collection",,,date_mdy,,,,[water_sample]='2',,,,,
gplatitude,geographical_coordinates,,text,Latitude,,,,,,,,,,,,
gplongitude,geographical_coordinates,,text,Longitude,,,,,,,,,,,,
gpheight,geographical_coordinates,,text,Altitude,,,,,,,,,,,,
gplatitude_rcm,geographical_coordinates,,text,"Latitude RCM",,,,,,,,,,,,
gplongitude_rcm,geographical_coordinates,,text,"Longitude RCM",,,,,,,,,,,,
gpheight_rcm,geographical_coordinates,,text,"Altitude RCM",,,,,,,,,,,,
gptime,geographical_coordinates,"TIME OF READING",text,"Time of reading:",,,,,,,,,,,,
gpreadingtime,geographical_coordinates,,text,"Time of reading:",,"Militar Time (hh:mm) (1:00pm = 13:00)",time,00:01,23:59,,[gpreadingtime]='1',,,,,
fqdate,food_frequency,,text,"Fecha del cuestionario de consumo",,MM-DD-YYYY,date_mdy,,,,,,,,,
fqinterviewer,food_frequency,,radio,,"1, Camille Rivera | 2, Dalitza Ram",,,,,,,,,,,
fqapple,food_frequency,FRUTAS,radio,,"0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d",,,,,,,,,,,
fqbanana,food_frequency,,radio,"Guineos (bananas)","0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d",,,,,,,,,,,
fqorange,food_frequency,,radio,"Naranja (china), mandarina ","0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d",,,,,,,,,,,
fqgrapefrt,food_frequency,,radio,"Toronja (blanca o roja)","0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d",,,,,,,,,,,
fqpeach,food_frequency,,radio,"Melocotones, nectarinas, albaricoques, ciruelas, frescos, enlatados, congelados","0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d",,,,,,,,,,,
fqgrape,food_frequency,,radio,Uvas,"0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d",,,,,,,,,,,
fqavocado,food_frequency,,radio,"Aguacate, fresco (incl. guacamole)","0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d",,,,,,,,,,,
fqkiwi,food_frequency,,radio,"Kiwi, o Acerola","0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d",,,,,,,,,,,
